tags,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,link,title,owner.account_id,owner.reputation,owner.user_id,owner.accept_rate,owner.display_name,accepted_answer_id,closed_date,closed_reason,bounty_amount,bounty_closes_date,migrated_from.other_site.aliases,migrated_from.other_site.styling.tag_background_color,migrated_from.other_site.styling.tag_foreground_color,migrated_from.other_site.styling.link_color,migrated_from.other_site.related_sites,migrated_from.other_site.markdown_extensions,migrated_from.other_site.launch_date,migrated_from.other_site.open_beta_date,migrated_from.other_site.closed_beta_date,migrated_from.other_site.site_state,migrated_from.other_site.high_resolution_icon_url,migrated_from.other_site.favicon_url,migrated_from.other_site.icon_url,migrated_from.other_site.audience,migrated_from.other_site.site_url,migrated_from.other_site.api_site_parameter,migrated_from.other_site.logo_url,migrated_from.other_site.name,migrated_from.other_site.site_type,migrated_from.on_date,migrated_from.question_id,locked_date,language
"['scala', 'apache-spark', 'twilio', 'call', 'twilio-twiml']",False,19,0,0,2023-05-23 10:24:14,2023-05-23 09:45:23,2023-05-23 10:24:14,76313373,https://stackoverflow.com/questions/76313373/string-to-say-when-a-call-is-made-using-twilio-in-scala,String to say when a call is made using Twilio in scala,26428235.0,39.0,20074826.0,,zainab,,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'web-scraping', 'jsoup']",False,31,0,0,2023-05-23 07:19:35,2023-05-23 07:19:35,,76312177,https://stackoverflow.com/questions/76312177/not-able-to-scrap-data-from-a-website-that-contains-cookies,Not able to scrap data from a website that contains cookies,26958948.0,107.0,20526897.0,,Zaryab Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'apache-spark', 'debugging']",False,8,0,0,2023-05-23 06:18:51,2023-05-23 06:18:51,,76311758,https://stackoverflow.com/questions/76311758/how-to-solve-the-error-caused-by-the-sbt-component-in-a-maven-project-on-my-spar,how to solve the error caused by the SBT component in a maven project on my spark project?,28659954.0,1.0,21945078.0,,agista putri,,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'option-type']",True,47,2,0,2023-05-23 02:27:08,2023-05-22 23:26:11,2023-05-23 01:38:42,76310440,https://stackoverflow.com/questions/76310440/null-safe-way-to-deoption-and-avoid-type-mismatch,Null safe way to deoption and avoid type mismatch,1615458.0,6984.0,1493294.0,60.0,candied_orange,76310473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['dataframe', 'scala', 'apache-spark', 'dataset']",False,24,1,0,2023-05-22 17:28:00,2023-05-22 14:50:44,,76307396,https://stackoverflow.com/questions/76307396/spark-scala-dataframe-dynamically-transform-a-non-null-column,Spark Scala Dataframe: Dynamically transform a non-null column,12308431.0,1.0,8980729.0,,Matthias,,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['java', 'scala', 'google-cloud-dataflow', 'data-pipeline']",False,39,1,1,2023-05-31 18:41:42,2023-05-22 14:13:44,2023-05-22 15:15:29,76307098,https://stackoverflow.com/questions/76307098/data-flow-error-java-lang-outofmemoryerror-java-heap-space,Data Flow ERROR java.lang.OutOfMemoryError: Java heap space,14230284.0,11.0,10279720.0,,P.pp,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['amazon-web-services', 'scala', 'apache-spark', 'etl', 'aws-glue']",False,34,0,0,2023-05-22 05:36:09,2023-05-22 05:08:10,2023-05-22 05:36:09,76303172,https://stackoverflow.com/questions/76303172/how-to-read-file-from-s3-in-scala-aws-glue-job-without-using-spark,how to read file from s3 in scala AWS glue job without using spark?,24047058.0,85.0,18025959.0,,Faisal Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'apache-spark']",False,41,0,0,2023-05-22 11:27:49,2023-05-21 22:50:22,2023-05-22 11:27:49,76302234,https://stackoverflow.com/questions/76302234/json-to-csv-scala,Json to Csv Scala,26686893.0,11.0,20296082.0,,Jarod,,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'apache-spark', 'spark-excel']",False,20,0,0,2023-05-24 20:51:01,2023-05-21 19:22:23,2023-05-24 20:51:01,76301559,https://stackoverflow.com/questions/76301559/how-to-define-spark-excel-schema-without-specific-order,How to define spark-excel schema without specific order,10708099.0,506.0,7881154.0,,l Steveo l,,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'gradle', 'build.gradle', 'gradle-plugin', 'gradlew']",False,21,1,0,2023-05-22 02:45:00,2023-05-21 17:56:42,,76301225,https://stackoverflow.com/questions/76301225/how-to-handle-common-methods-in-multi-module-scala-gradle-project,How to handle common methods in Multi Module Scala Gradle project,18616112.0,31.0,13567388.0,,Shan,,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'typeclass', 'scalatest', 'property-based-testing', 'tagless-final']",True,91,1,0,2023-05-25 04:44:35,2023-05-21 15:24:49,,76300629,https://stackoverflow.com/questions/76300629/in-scala-property-based-tests-for-tagless-final-with-variable-inerpreter,In scala property based tests for tagless final with variable inerpreter,3598397.0,1115.0,3002377.0,50.0,nashter,76324418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['java', 'scala', 'apache-spark', 'amazon-emr']",False,40,0,-2,2023-05-20 20:20:55,2023-05-20 19:28:40,2023-05-20 20:20:55,76297006,https://stackoverflow.com/questions/76297006/java-spark-processbuilder-rm-rf-failed-in-heavy-machine,Java/spark ProcessBuilder rm -rf failed in heavy machine,3580563.0,7.0,2988877.0,,user2988877,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'scala', 'caching', 'guava']",True,51,1,0,2023-05-22 14:59:40,2023-05-20 18:02:39,,76296669,https://stackoverflow.com/questions/76296669/guava-cache-with-async-loading-for-non-blocking-get,Guava cache with async loading for non-blocking get,1324051.0,5740.0,1269281.0,59.0,bachr,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
['scala'],True,44,1,0,2023-05-20 15:12:50,2023-05-20 14:25:24,,76295710,https://stackoverflow.com/questions/76295710/what-is-the-optimal-way-to-search-a-large-ordered-sequence,What is the optimal way to search a large ordered sequence,1686777.0,4925.0,2140256.0,75.0,user79074,76295914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'scylla', 'phantom-dsl']",True,49,2,2,2023-05-22 05:27:58,2023-05-20 08:38:31,2023-05-20 10:31:48,76294250,https://stackoverflow.com/questions/76294250/why-like-contain-regix-operators-are-not-working-in-phentom-dsl-library,"Why &quot;LIKE&quot; , &quot;Contain&quot;, &quot;REGIX&quot; Operators are not working in phentom-dsl library ( scylladb )?",27814443.0,144.0,21236160.0,,Asif,,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'sbt']",False,30,0,1,2023-05-19 21:22:18,2023-05-19 21:22:18,,76292484,https://stackoverflow.com/questions/76292484/sbt-testquick-does-not-rerun-on-transitive-dependent-code-changes,sbt testQuick does not rerun on transitive dependent code changes,28638838.0,11.0,21928393.0,,Tanju Erinmez,,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'apache-spark', 'databricks']",True,38,1,0,2023-05-19 15:34:36,2023-05-19 13:19:08,,76289464,https://stackoverflow.com/questions/76289464/how-to-write-a-function-that-takes-a-list-of-column-names-of-a-dataframe-and-ord,How to write a function that takes a list of column names of a dataframe and orders the df by that list,3538808.0,49.0,2956449.0,,Dan,76290522.0,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'inheritance', 'constructor']",False,31,0,0,2023-05-19 12:42:54,2023-05-19 11:56:10,2023-05-19 12:42:54,76288800,https://stackoverflow.com/questions/76288800/how-do-i-call-multiple-super-constructors-in-scala,How do I call multiple super constructors in Scala?,9638051.0,148.0,7281855.0,,matj1,,2023-05-19 13:10:30,Duplicate,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'apache-spark']",False,37,1,0,2023-05-21 10:55:28,2023-05-19 11:11:01,2023-05-19 11:37:33,76288494,https://stackoverflow.com/questions/76288494/usage-of-scala-mutable-set-to-transform-spark-dataframe-fails-on-cluster-how-to,"Usage of Scala mutable Set to transform Spark DataFrame fails on cluster, how to replace it with a Dataset?",19631090.0,175.0,14369408.0,,Svyatoslav,,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'playframework', 'play-ws']",False,33,0,0,2023-05-19 11:48:15,2023-05-19 10:49:45,2023-05-19 11:48:15,76288345,https://stackoverflow.com/questions/76288345/play-framework-streaming-chunking-using-play-ws,Play Framework: Streaming/Chunking using Play WS,2151971.0,4958.0,1908093.0,91.0,mohit,,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'apache-kafka', 'avro', 'spark-structured-streaming', 'confluent-schema-registry']",False,25,0,0,2023-05-19 12:33:29,2023-05-19 10:00:28,2023-05-19 12:33:29,76288002,https://stackoverflow.com/questions/76288002/spark-structured-streaming-with-avro-deserialization-nullpointerexception-while,Spark Structured Streaming with Avro deserialization: NullPointerException while trying to read the message,12220590.0,345.0,8919749.0,,Mamaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'apache-spark']",False,33,1,0,2023-05-22 10:15:59,2023-05-19 06:37:06,2023-05-19 07:58:21,76286581,https://stackoverflow.com/questions/76286581/whats-the-relationship-between-partitions-and-parallelism-in-spark,What&#39;s the relationship between partitions and parallelism in Spark,2546977.0,37.0,2211589.0,,Kudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'apache-flink', 'avro', 'delta-lake']",False,46,0,0,2023-05-18 20:44:54,2023-05-18 20:44:54,,76284365,https://stackoverflow.com/questions/76284365/how-can-i-convert-a-datastream-of-avro-specificrecord-to-flinks-rowdata-in-apac,How can I convert a DataStream of Avro SpecificRecord to Flink&#39;s RowData in Apache Flink 1.17.0?,8218407.0,462.0,6183857.0,62.0,Benjamin Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'apache-spark', 'implicit']",False,35,0,0,2023-05-18 16:16:30,2023-05-18 15:33:55,2023-05-18 16:16:30,76282305,https://stackoverflow.com/questions/76282305/scala-type-mismatch-error-when-passing-argument-based-on-the-same-type,Scala: Type Mismatch error when passing argument based on the same type,12280100.0,95.0,8962015.0,14.0,B-Brennan,,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'apache-spark', 'apache-spark-sql', 'delta-lake']",False,16,0,0,2023-05-26 05:34:00,2023-05-18 12:06:02,,76280699,https://stackoverflow.com/questions/76280699/create-local-deltatable-without-writing-to-disk-for-testing-purposes,Create local DeltaTable without writing to disk for testing purposes,8274107.0,428.0,6220921.0,,edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'yaml', 'snakeyaml']",False,26,0,0,2023-05-18 08:30:54,2023-05-18 05:23:33,2023-05-18 08:30:54,76277950,https://stackoverflow.com/questions/76277950/line-and-column-number-of-properties-while-parsing-yaml-using-snakeyml-scala,Line and Column number of properties while parsing YAML using SnakeYML (Scala),16999806.0,189.0,12297460.0,,Karan Batavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
['scala'],True,55,2,2,2023-05-18 14:41:30,2023-05-17 20:31:17,,76275987,https://stackoverflow.com/questions/76275987/how-do-you-include-in-a-scala-triple-quoted-string,How do you include `&quot;&quot;&quot;` in a Scala triple-quoted string?,370114.0,2222.0,717858.0,86.0,Todd O&#39;Bryan,76277234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'tuples']",False,59,0,0,2023-05-17 18:39:13,2023-05-17 18:23:03,2023-05-17 18:39:13,76275143,https://stackoverflow.com/questions/76275143/is-there-a-easy-way-to-add-key-values-from-map-to-tuple2string-string-and-ret,"Is there a easy way to add key values from map to tuple2(String, String) and return",28622490.0,1.0,21915233.0,,Raj,,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'apache-spark']",True,24,1,0,2023-05-17 19:18:53,2023-05-17 15:38:47,2023-05-17 15:40:13,76273852,https://stackoverflow.com/questions/76273852/spark-scala-store-query-result-as-scala-integer-type,Spark Scala - store query result as scala integer type,11851745.0,3.0,8672853.0,,Hitachi7,76275535.0,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['dataframe', 'scala', 'apache-spark', 'pyspark', 'apache-spark-sql']",True,36,2,0,2023-05-18 16:46:30,2023-05-17 15:21:23,,76273702,https://stackoverflow.com/questions/76273702/aggregation-on-set-of-columns-in-dataframe-using-spark-and-scala-get-max-non-nu,Aggregation on set of columns in Dataframe using Spark and Scala (get max non-null element of each column using selectExpr),13048954.0,133.0,9429983.0,,Ganesha,76275362.0,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'streaming', 'fs2']",True,54,1,0,2023-05-18 12:46:32,2023-05-17 11:26:08,,76271574,https://stackoverflow.com/questions/76271574/pass-through-mechanism-with-fs2-stream,pass through mechanism with fs2 Stream,3196956.0,18.0,2699935.0,,Thomas Avril,76280986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'apache-spark']",False,28,0,1,2023-05-17 10:48:31,2023-05-17 10:30:54,2023-05-17 10:45:48,76271130,https://stackoverflow.com/questions/76271130/is-there-a-way-to-search-a-struct-in-a-spark,Is there a way to search a struct in a Spark?,2188080.0,23.0,1935966.0,,Santosh Reddy Kommidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'implicit', 'scala-cats', 'sttp', 'stac4s']",True,33,2,0,2023-05-25 16:03:28,2023-05-17 08:22:48,2023-05-17 08:54:07,76269969,https://stackoverflow.com/questions/76269969/could-not-find-implicit-value-for-evidence-parameter-of-type-cats-monadthrowstt,could not find implicit value for evidence parameter of type cats.MonadThrow[sttp.client3.Identity],1184048.0,3542.0,1158374.0,62.0,Jan Van den bosch,,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
['scala'],True,31,2,1,2023-05-17 09:38:11,2023-05-17 07:38:14,,76269598,https://stackoverflow.com/questions/76269598/map-list-of-objects-to-be-with-specific-field-based-on-given-list-of-the-field-e,map list of objects to be with specific field based on given list of the field elements,438763.0,2671.0,827251.0,63.0,JohnBigs,76269708.0,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'apache-spark', 'pyspark', 'apache-spark-sql']",True,63,2,1,2023-05-20 20:39:24,2023-05-17 06:24:58,2023-05-17 07:20:11,76269090,https://stackoverflow.com/questions/76269090/pyspark-exploding-column-on-boolean-conditional,Pyspark Exploding Column on Boolean Conditional,9246636.0,277.0,10120211.0,,jmoore00,,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
['scala'],False,44,0,1,2023-05-17 04:18:12,2023-05-17 04:18:12,,76268528,https://stackoverflow.com/questions/76268528/why-does-newtype-prevent-the-lub-from-being-inferred-correctly,Why does @newtype prevent the LUB from being inferred correctly?,4459494.0,2579.0,3628806.0,82.0,sinanspd,,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['postgresql', 'scala']",False,64,0,1,2023-05-18 06:13:50,2023-05-16 21:46:22,2023-05-18 06:13:50,76267252,https://stackoverflow.com/questions/76267252/what-is-the-proper-way-to-roll-back-multiple-transactions-in-scala-skunk,What Is The Proper Way To Roll Back Multiple Transactions in Scala Skunk?,4459494.0,2579.0,3628806.0,82.0,sinanspd,,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['java', 'scala', 'apache-spark']",False,26,0,0,2023-05-17 18:43:01,2023-05-16 20:14:15,2023-05-17 18:43:01,76266757,https://stackoverflow.com/questions/76266757/how-to-compare-two-dataset-with-complex-value-if-they-are-different-or-not-in-sp,How to compare two dataset with complex value if they are different or not in spark,27963688.0,1.0,21354969.0,,redisLearner,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['scala', 'apache-spark', 'python-requests']",False,29,2,-1,2023-05-16 14:45:06,2023-05-16 12:09:36,,76262873,https://stackoverflow.com/questions/76262873/noclassdeffounderror-requests-package,NoClassDefFoundError: requests/package$,28612284.0,1.0,21907020.0,,edwynn,,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'hashicorp-vault']",False,54,0,2,2023-05-16 11:54:30,2023-05-16 11:54:30,,76262754,https://stackoverflow.com/questions/76262754/read-secrets-from-vault-in-a-scala-application,Read secrets from vault in a scala application,9630579.0,3585.0,7148638.0,,Rajat Mishra,,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['dataframe', 'scala', 'apache-spark']",False,20,1,0,2023-05-17 13:47:52,2023-05-16 10:05:25,,76261781,https://stackoverflow.com/questions/76261781/different-types-for-stddev-pop-and-avg-aggregate-functions,Different types for stddev_pop() and avg() aggregate functions,1976379.0,512.0,1774084.0,,M. Yousfi,,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['java', 'scala', 'sbt', 'open-telemetry', 'javaagents']",False,46,0,0,2023-05-16 07:44:06,2023-05-16 07:44:06,,76260478,https://stackoverflow.com/questions/76260478/opentelemetry-java-agent-not-receiving-arguments-from-sbt-build,OpenTelemetry Java Agent Not Receiving Arguments from SBT Build,21941457.0,63.0,16221948.0,,oy121,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['scala', 'apache-spark']",True,53,2,0,2023-05-16 08:35:43,2023-05-16 07:23:16,2023-05-16 08:31:16,76260323,https://stackoverflow.com/questions/76260323/how-execution-plan-works-in-spark,How execution plan works in Spark?,23516184.0,305.0,17564051.0,,Oxana Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'scala-3', 'higher-kinded-types', 'impredicativetypes']",True,79,2,2,2023-05-16 19:40:48,2023-05-15 23:14:57,2023-05-15 23:43:04,76258464,https://stackoverflow.com/questions/76258464/in-scala-3-why-is-it-sometimes-possible-to-do-impredicative-type-assignment,"In Scala 3, why is it sometimes possible to do impredicative type assignment?",1920862.0,4825.0,1732418.0,53.0,tribbloid,76260758.0,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['sql', 'postgresql', 'scala', 'apache-spark']",False,33,0,0,2023-05-15 14:30:15,2023-05-15 14:30:15,,76255117,https://stackoverflow.com/questions/76255117/configure-postgres-to-use-double-quotes-as-string-delimiters,Configure Postgres to use double quotes as string delimiters,208631.0,2108.0,459222.0,44.0,Raghav,,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'scala-3']",True,84,3,1,2023-05-15 15:37:20,2023-05-15 12:22:26,2023-05-15 12:46:01,76254022,https://stackoverflow.com/questions/76254022/how-can-i-implement-a-abstract-flagged-enum-with-support-for-bitwise-operations,How can I implement a abstract flagged enum with support for bitwise operations?,15070001.0,1040.0,10875851.0,,Zvi Mints,76254969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'sorting', 'collections']",False,70,0,0,2023-05-15 02:11:54,2023-05-15 02:11:54,,76250477,https://stackoverflow.com/questions/76250477/sorted-scala-collection-with-duplicates,Sorted Scala collection with duplicates,22578273.0,41.0,16763329.0,,xandor19,,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'generics', 'compilation']",True,34,1,0,2023-05-17 17:03:31,2023-05-14 18:49:50,,76249168,https://stackoverflow.com/questions/76249168/scala-generic-instance-cannot-reference-variable-within-the-generic-type,"scala generic instance, cannot reference variable within the generic type",8699562.0,49.0,6509921.0,,JDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'apache-spark']",False,40,1,0,2023-05-14 22:14:30,2023-05-14 14:18:24,,76247942,https://stackoverflow.com/questions/76247942/join-several-dataframes-and-handling-ambiguous-columns-with-spark-scala,Join several dataframes and handling ambiguous columns with Spark Scala,14020249.0,381.0,10126626.0,,Ib D,,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'scala-cats', 'semigroup']",True,50,1,0,2023-05-15 16:20:57,2023-05-14 13:40:07,,76247767,https://stackoverflow.com/questions/76247767/how-to-add-custom-semigroup-instance-for-int,How to add custom Semigroup instance for Int,1284847.0,3239.0,1238143.0,75.0,Lesha Pipiev,76256072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['spring', 'spring-boot', 'scala', 'sbt', 'sbt-assembly']",False,26,0,0,2023-05-14 09:08:30,2023-05-13 23:56:25,2023-05-14 09:08:30,76245310,https://stackoverflow.com/questions/76245310/why-am-i-getting-default-spring-profile-when-using-sbt-assembly-and-passing-the,Why am I getting default Spring profile when using sbt-assembly and passing the profile?,42916.0,21762.0,125212.0,52.0,Jackie,,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'apache-spark']",True,64,2,3,2023-05-16 12:52:57,2023-05-13 16:55:17,2023-05-15 03:13:45,76243926,https://stackoverflow.com/questions/76243926/how-to-get-spark-to-raise-an-exception-when-casting-a-dataframe-to-a-dataset-wit,How to get Spark to raise an exception when casting a DataFrame to a Dataset with a case class that has fewer fields?,21304911.0,39.0,15680321.0,,Cuong Dang,76246419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'unit-testing', 'future', 'scalatra']",True,29,1,0,2023-05-13 22:19:23,2023-05-13 01:43:42,2023-05-13 13:35:08,76240752,https://stackoverflow.com/questions/76240752/scalatra-asyncpost-multiple-unit-tests-mixed-up-requests,Scalatra asyncPost multiple unit tests mixed up requests,3073136.0,962.0,2603238.0,82.0,Navnav,76245095.0,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'scala-cats']",True,44,1,0,2023-05-13 13:48:09,2023-05-12 20:33:57,2023-05-12 21:43:24,76239785,https://stackoverflow.com/questions/76239785/how-to-generically-flatten-a-reader-that-returns-a-reader,How to generically flatten a reader that returns a reader,20036803.0,43.0,14688340.0,,daniel purdew,76242412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'intellij-idea', 'sbt']",False,20,0,2,2023-05-12 20:14:13,2023-05-12 20:14:13,,76239668,https://stackoverflow.com/questions/76239668/stop-intellij-from-opening-sbt-tool-window-automatically,Stop IntelliJ from opening SBT tool window automatically,4752041.0,765.0,3841835.0,,csjacobs24,,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
['scala'],True,51,2,0,2023-05-13 11:51:00,2023-05-12 18:53:11,,76239189,https://stackoverflow.com/questions/76239189/partial-trait-implementation-in-case-class-companion-object,Partial Trait Implementation in Case Class Companion Object,11375595.0,99.0,8340005.0,,maxwellray,76242569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'apache-spark', 'amazon-s3']",False,34,0,-2,2023-05-12 18:35:17,2023-05-12 18:32:43,2023-05-12 18:35:17,76239064,https://stackoverflow.com/questions/76239064/how-to-read-one-s3-bucket-data-and-write-to-another-s3-bucket-data-in-scala-spar,How to read one S3 bucket data and write to another s3 bucket data in scala-spark,7649507.0,57.0,5798848.0,,Pelab,,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'apache-spark', 'databricks']",True,32,1,0,2023-05-12 16:52:35,2023-05-12 16:39:16,2023-05-12 16:50:58,76238385,https://stackoverflow.com/questions/76238385/using-spark-to-process-multiple-files-in-parallel-without-combining-them-at-the,Using Spark to process multiple files in parallel without combining them at the end,17783634.0,11.0,18681721.0,,smoot,,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
['scala'],True,50,1,0,2023-05-24 14:23:33,2023-05-12 13:34:21,2023-05-24 14:21:46,76236855,https://stackoverflow.com/questions/76236855/how-seq-pattern-matching-works,How seq pattern matching works?,23516184.0,305.0,17564051.0,,Oxana Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'generics', 'scala-3']",True,83,1,1,2023-05-19 17:45:51,2023-05-12 11:57:50,2023-05-12 13:14:48,76236049,https://stackoverflow.com/questions/76236049/how-to-use-scala-3-recursive-match-types-on-tuples,How to use Scala 3 Recursive Match Types on tuples,17319.0,433.0,38674.0,40.0,ngarthl,76291377.0,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'serialization', 'apache-flink', 'kryo']",False,39,1,1,2023-05-23 21:50:32,2023-05-12 10:34:06,2023-05-23 19:56:47,76235425,https://stackoverflow.com/questions/76235425/cant-create-priority-queue-serializer,Cant create Priority Queue Serializer,14120518.0,11.0,10201138.0,,ashwin gupta,,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['arrays', 'json', 'scala', 'json4s']",True,24,1,0,2023-05-12 12:29:16,2023-05-12 10:24:02,,76235352,https://stackoverflow.com/questions/76235352/how-to-add-element-into-a-nested-array-using-json4s-with-scala,How to add element into a nested array using json4s with Scala,12220590.0,345.0,8919749.0,,Mamaf,76236310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['json', 'scala', 'json4s']",False,12,0,0,2023-05-11 21:37:31,2023-05-11 21:37:31,,76231766,https://stackoverflow.com/questions/76231766/scala-json-how-can-i-manipulate-a-json-to-send-a-json-object-into-2nd-level-nes,SCALA-JSON: How can I manipulate a json to send a json object into 2nd level nested object?,18989440.0,69.0,13859042.0,,bbgghh,,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'apache-spark', 'bigdata']",False,42,1,0,2023-05-12 21:35:25,2023-05-11 19:48:04,,76231168,https://stackoverflow.com/questions/76231168/how-can-i-duplicate-rows-by-looking-my-two-cloumns,How can i duplicate rows by looking my two cloumns?,1098171.0,6954.0,1332870.0,78.0,CompEng,,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'gatling']",True,35,1,0,2023-05-11 21:21:07,2023-05-11 18:15:18,2023-05-11 19:59:23,76230556,https://stackoverflow.com/questions/76230556/cannot-resolve-overloaded-method-exec,Cannot resolve overloaded method &#39;exec&#39;,28418913.0,3.0,21741258.0,,Adii-knolder,76231687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
['scala'],True,41,1,5,2023-05-11 16:54:10,2023-05-11 15:32:00,,76229327,https://stackoverflow.com/questions/76229327/how-to-use-typeclass-inheritance,How to use typeclass inheritance?,22048534.0,67.0,16313162.0,,Robb,76229402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'scala-3']",True,53,1,2,2023-05-11 16:27:21,2023-05-11 13:09:47,2023-05-11 15:44:16,76228015,https://stackoverflow.com/questions/76228015/enum-with-parameters-to-scala-3-causes-serialization-errors,Enum with Parameters to Scala 3 Causes Serialization Errors,15070001.0,1040.0,10875851.0,,Zvi Mints,76229584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['json', 'dataframe', 'scala', 'apache-spark', 'apache-spark-sql']",False,42,0,0,2023-05-11 11:38:40,2023-05-11 11:38:40,,76227232,https://stackoverflow.com/questions/76227232/how-to-use-key-of-a-json-object-as-row-entity-in-spark-dataframe-in-scala,How to use key of a Json object as row entity in Spark Dataframe (in Scala)?,18989440.0,69.0,13859042.0,,bbgghh,,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['scala', 'character-encoding']",False,56,0,0,2023-05-11 12:13:11,2023-05-11 08:07:28,2023-05-11 12:13:11,76225395,https://stackoverflow.com/questions/76225395/printing-special-characters-with-umlauts-in-scala,Printing special characters with umlauts in Scala,28577242.0,1.0,21878682.0,,Oskari Kaipainen,,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
"['arrays', 'scala', 'apache-spark', 'struct', 'nested']",False,42,1,0,2023-05-11 08:39:07,2023-05-11 04:45:43,,76224222,https://stackoverflow.com/questions/76224222/spark-scala-traverse-and-transform-nested-struct-list,Spark Scala traverse and transform nested struct list,28575390.0,13.0,21877076.0,,jypyg,,,,,,,,,,,,,,,,,,,,,,,,,,,,scala
